biomarker_type	id	name	gene_name	uniprot_id	conditions	indication_types	concentration	age	sex	biofluid	protein_sequence	citation
Protein	8	Pappalysin-1	PAPPA	Q13219	Preeclampsia/Eclampsia	Diagnostic	<0.87 MoM	Adult: >=18 yrs old	Female	Serum	Cohen, J. L., Smilen, K. E., Bianco, A. T., Moshier, E. L., Ferrara, L. A. & Stone, J. L. Predictive value of combined serum biomarkers for adverse pregnancy outcomes. Eur J Obstet Gynecol Reprod Biol 181, 89-94 (2014).
Protein	8	Pappalysin-1	PAPPA	Q13219	Normal	Diagnostic	>0.5 Multiple of the Median (MoM)	Adult: >=18 yrs old	Female	blood	Pubmed_ID: 24757339
Protein	8	Pappalysin-1	PAPPA	Q13219	Normal	Diagnostic	>0.5 Multiple of the Median (MoM)	Adult: >=18 yrs old	Female	blood	Pubmed_ID: 24757339
Protein	8	Pappalysin-1	PAPPA	Q13219	Normal	Diagnostic	>0.5 Multiple of the Median (MoM)	Adult: >=18 yrs old	Female	blood	Pubmed_ID: 24757339
Protein	8	Pappalysin-1	PAPPA	Q13219	Down Syndrome	Diagnostic	<0.4 Muliple of the Mean (MoM)	Adult: >=18 yrs old	Female	blood	The Pennine Acute Hospital Low PAPP-A guide
Protein	8	Pappalysin-1	PAPPA	Q13219	Normal	Diagnostic	1 Muliple of the Mean (MoM)	Adult: >=18 yrs old	Female	blood	The Pennine Acute Hospital Low PAPP-A guide
Protein	10	Aldolase A	ALDOB	P05062	Liver Disease	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Health line: Aldolase
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Health line: ALD test
Protein	10	Aldolase A	ALDOB	P05062	Liver Disease	Diagnostic	>14.5 U/L	Children: 2-17 yrs old	Both	blood	Health line: Aldolase
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	<14.5 U/L	Children: 2-17 yrs old	Both	blood	Health line: ALD test
Protein	10	Aldolase A	ALDOB	P05062	Myocardial Infarction	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Cirrhosis	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Prostate Cancer	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Leukemia	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Pancreatic Cancer	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Renal Cell Carcinoma	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Hepatocellular Carcinoma	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Hepatitis	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Muscular dystrophy	Diagnostic	>7.5 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Muscle atrophy	Diagnostic	<2 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Fructose intolerance	Diagnostic	<2 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Muscular dystrophy	Diagnostic	<2 U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	10	Aldolase A	ALDOB	P05062	Normal	Diagnostic	4.25 (1-7.5) U/L	Adult: >=18 yrs old	Both	blood	Healthline: adolase test
Protein	12	Alpha-1-antitrypsin	SERPINA1	P01009	Alpha 1 Antitrypsin Deficiency	Diagnostic	<120 mg/dL	Adult: >=18 yrs old	Both	Serum	Corda, L., Bertella, E., Pini, L., Pezzini, A., Medicina, D., Boni, E., Guerini, M., Trivella, S., Grassi, V. & Tantucci, C. Diagnostic flow chart for targeted detection of alpha1-antitrypsin deficiency. Respir Med 100, 463-470 (2006).
Protein	12	Alpha-1-antitrypsin	SERPINA1	P01009	Normal	Diagnostic	133 (112-154) mg/dL	Adult: >=18 yrs old	Both	blood	Corda, L., Bertella, E., Pini, L., Pezzini, A., Medicina, D., Boni, E., Guerini, M., Trivella, S., Grassi, V. & Tantucci, C. Diagnostic flow chart for targeted detection of alpha1-antitrypsin deficiency. Respir Med 100, 463-470 (2006).
Protein	13	Serum amyloid A-1 protein	SAA1	P0DJI8	Normal	Diagnostic	21.05 (2.5-39.6) ug/mL	Adult: >=18 yrs old	Both	Serum	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).
Protein	14	Interleukin-2 receptor subunit alpha	IL2RA	P01589	Normal	Diagnostic	1246 (369-2123) U/mL	Adult: >=18 yrs old	Both	Serum	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).
Protein	15	Mucin-1	MUC1	P15941	Breast Cancer	Diagnostic	>27.255 U/mL	Adult: >=18 yrs old	Female	Serum	Lawicki, S., Bedkowska, G. E. & Szmitkowski, M. VEGF, M-CSF and CA 15-3 as a new tumor marker panel in breast malignancies: a multivariate analysis with ROC curve. Growth Factors 31, 98-105 (2013).
Protein	15	Mucin-1	MUC1	P15941	Ovarian Cancer	Diagnostic	> 11 U/mL U/mL	Adult: >=18 yrs old	Female	blood	Chernecky, Cynthia C, and Barbara J Berger. Laboratory Tests and Diagnostic Procedures. 6th ed. St. Louis, Mo.: Elsevier/Saunders, 2013.
Protein	15	Mucin-1	MUC1	P15941	Normal	Diagnostic	< 11 U/mL U/mL	Adult: >=18 yrs old	Female	blood	Chernecky, Cynthia C, and Barbara J Berger. Laboratory Tests and Diagnostic Procedures. 6th ed. St. Louis, Mo.: Elsevier/Saunders, 2013.
Protein	15	Mucin-1	MUC1	P15941	Normal	Diagnostic	16.5 (7-32) U/mL	Adult: >=18 yrs old	Female	Serum	Lawicki, S., Bedkowska, G. E. & Szmitkowski, M. VEGF, M-CSF and CA 15-3 as a new tumor marker panel in breast malignancies: a multivariate analysis with ROC curve. Growth Factors 31, 98-105 (2013).
Protein	16	Lysozyme C	LYZ	P61626	Normal	Diagnostic	10.75 (4.2-17.3) ug/mL	Adult: >=18 yrs old	Both	Serum	Miyoshi, S., Hamada, H., Kadowaki, T., Hamaguchi, N., Ito, R., Irifune, K. & Higaki, J. Comparative evaluation of serum markers in pulmonary sarcoidosis. Chest 137, 1391-1397 (2010).
Protein	19	Aspartate Transaminase	GOT1	P17174	Diabetes Mellitus	Diagnostic	>22 U/L	Adult: >=18 yrs old	Male	Serum	Kashima, S., Inoue, K., Matsumoto, M. & Akimoto, K. Do non-glycaemic markers add value to plasma glucose and hemoglobin a1c in predicting diabetes? Yuport health checkup center study. PLoS One 8, e66899 (2013).
Protein	19	Aspartate Transaminase	GOT1	P17174	Diabetes Mellitus	Diagnostic	>19 U/L	Adult: >=18 yrs old	Female	Serum	Kashima, S., Inoue, K., Matsumoto, M. & Akimoto, K. Do non-glycaemic markers add value to plasma glucose and hemoglobin a1c in predicting diabetes? Yuport health checkup center study. PLoS One 8, e66899 (2013).
Protein	19	Aspartate Transaminase	GOT1	P17174	Liver Disease	Diagnostic	>20 U/L	Adult: >=18 yrs old	Male	blood	Health link BC: Aspartate Aminotransferase
Protein	19	Aspartate Transaminase	GOT1	P17174	Normal	Diagnostic	17 (14-20) U/L	Adult: >=18 yrs old	Male	blood	Health link BC: Aspartate Aminotransferase
Protein	19	Aspartate Transaminase	GOT1	P17174	Liver Disease	Diagnostic	>36 U/L	Adult: >=18 yrs old	Female	blood	Health link BC: Aspartate Aminotransferase
Protein	19	Aspartate Transaminase	GOT1	P17174	Normal	Diagnostic	23 (10-36) U/L	Adult: >=18 yrs old	Female	blood	Health link BC: Aspartate Aminotransferase
Protein	19	Aspartate Transaminase	GOT1	P17174	Normal	Diagnostic	20 (17-23) U/L	Adult: >=18 yrs old	Female	Serum	Kashima, S., Inoue, K., Matsumoto, M. & Akimoto, K. Do non-glycaemic markers add value to plasma glucose and hemoglobin a1c in predicting diabetes? Yuport health checkup center study. PLoS One 8, e66899 (2013).
Protein	19	Aspartate Transaminase	GOT1	P17174	Normal	Diagnostic	22 (18-26) U/L	Adult: >=18 yrs old	Male	Serum	Kashima, S., Inoue, K., Matsumoto, M. & Akimoto, K. Do non-glycaemic markers add value to plasma glucose and hemoglobin a1c in predicting diabetes? Yuport health checkup center study. PLoS One 8, e66899 (2013).
Protein	20	C-reactive protein	CRP	P02741	Inflammatory Bowel Disease	Diagnostic	>=5 g/L	Adult: >=18 yrs old	Both	Serum	Kennedy, N. A., Clark, A., Walkden, A., Chang, J. C., Fasci-Spurio, F., Muscat, M., Gordon, B. W., Kingstone, K., Satsangi, J., Arnott, I. D. & Lees, C. W. Clinical utility and diagnostic accuracy of faecal calprotectin for IBD at first presentation to gastroenterology services in adults aged 16-50 years. J Crohns Colitis 9, 41-49 (2015).
Protein	20	C-reactive protein	CRP	P02741	Non-specific Inflammation	Diagnostic	>10 mg/L	Adult: >=18 yrs old	Both	blood	Mayo clinic: C-reactive protein test
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<=10 mg/L	Adult: >=18 yrs old	Both	blood	Mayo clinic: C-reactive protein test
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<0.01 g/L	Adult: >=18 yrs old	Both	Serum	Mayo clinic: CRP test
Protein	20	C-reactive protein	CRP	P02741	Pregnancy	Diagnostic	>10 mg/L	Adult: >=18 yrs old	Female	serum	Pubmed_ID: 22787338
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<=10 mg/L	Adult: >=18 yrs old	Both	serum	Mayo clinic: C-reactive protein
Protein	20	C-reactive protein	CRP	P02741	Viral Infection	Diagnostic	35 (10-40) mg/L	Adult: >=18 yrs old	Both	serum	Pubmed_ID: 22787338
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<=10 mg/L	Adult: >=18 yrs old	Both	serum	Mayo clinic: C-reactive protein
Protein	20	C-reactive protein	CRP	P02741	Bacterial Infections	Diagnostic	120 (40-200) mg/L	Adult: >=18 yrs old	Both	serum	Pubmed_ID: 22787338
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<=10 mg/L	Adult: >=18 yrs old	Both	serum	Mayo clinic: C-reactive protein
Protein	20	C-reactive protein	CRP	P02741	Diabetes Mellitus Type 2	Diagnostic	>10 mg/L	Adult: >=18 yrs old	Both	serum	Pubmed_ID: 22787338
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<=10 mg/L	Adult: >=18 yrs old	Both	serum	Mayo clinic: C-reactive protein
Protein	20	C-reactive protein	CRP	P02741	Hypertension	Diagnostic	>10 mg/L	Adult: >=18 yrs old	Both	serum	Pubmed_ID: 22787338
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<=10 mg/L	Adult: >=18 yrs old	Both	serum	Mayo clinic: C-reactive protein
Protein	20	C-reactive protein	CRP	P02741	Cardiovascular disease	Diagnostic	>10 mg/L	Adult: >=18 yrs old	Both	serum	Pubmed_ID: 22787338
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<=10 mg/L	Adult: >=18 yrs old	Both	serum	Mayo clinic: C-reactive protein
Protein	20	C-reactive protein	CRP	P02741	Obstructive sleep apnea	Diagnostic	>10 mg/L	Adult: >=18 yrs old	Both	serum	Pubmed_ID: 22787338
Protein	20	C-reactive protein	CRP	P02741	Normal	Diagnostic	<=10 mg/L	Adult: >=18 yrs old	Both	serum	Mayo clinic: C-reactive protein
Protein	21	Osteocalcin	BGLAP	P02818	Femoral Neck Osteoporsis	Diagnostic	43.5 ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	21	Osteocalcin	BGLAP	P02818	L1 4 Spine Osteoporosis	Diagnostic	43.5 ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	21	Osteocalcin	BGLAP	P02818	L2 4 Spine Osteoporosis	Diagnostic	25.8 ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	21	Osteocalcin	BGLAP	P02818	Osteoporosis	Diagnostic	>4.65 ng/mL	Adult: >=18 yrs old	Female	Serum	Botella, S., Restituto, P., Monreal, I., Colina, I., Calleja, A. & Varo, N. Traditional and novel bone remodeling markers in premenopausal and postmenopausal women. J Clin Endocrinol Metab 98, E1740-E1748 (2013).
Protein	21	Osteocalcin	BGLAP	P02818	Normal	Diagnostic	22.5 (18.2-28.5) ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	21	Osteocalcin	BGLAP	P02818	Normal	Diagnostic	22.5 (18.2-28.5) ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	21	Osteocalcin	BGLAP	P02818	Normal	Diagnostic	22.5 (18.2-28.5) ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	21	Osteocalcin	BGLAP	P02818	Normal	Diagnostic	22.5 (18.2-28.5) ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	22	Undercarboxylated Osteocalcin	BGLAP	P02818	L1 4 Spine Osteoporosis	Diagnostic	2.19 ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	22	Undercarboxylated Osteocalcin	BGLAP	P02818	L2 4 Spine Osteoporosis	Diagnostic	2.19 ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	22	Undercarboxylated Osteocalcin	BGLAP	P02818	Normal	Diagnostic	1.31 (0.86-1.75) ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	22	Undercarboxylated Osteocalcin	BGLAP	P02818	Normal	Diagnostic	1.31 (0.86-1.75) ng/mL	Adult: >=18 yrs old	Female	Serum	Atalay, S., Elci, A., Kayadibi, H., Onder, C. B. & Aka, N. Diagnostic utility of osteocalcin, undercarboxylated osteocalcin, and alkaline phosphatase for osteoporosis in premenopausal and postmenopausal women. Ann Lab Med 32, 23-30 (2012).
Protein	26	N-terminal pro-B-type Natriuretic peptide		P16860	Congestive Heart Failure	Diagnostic	>450 pg/mL	Adult: >=18 yrs old	Both	Serum	Cleveland clinic: NT-proB-type Natriuretic Peptide (BNP)
Protein	26	N-terminal pro-B-type Natriuretic peptide		P16860	Congestive Heart Failure	Diagnostic	>900 pg/mL	Adult: >=18 yrs old	Both	Serum	Cleveland clinic: NT-proB-type Natriuretic Peptide (BNP)
Protein	26	N-terminal pro-B-type Natriuretic peptide		P16860	Normal	Diagnostic	<125 pg/mL	Adult: >=18 yrs old	Both	blood	Cleveland clinic: NT-proB-type Natriuretic Peptide (BNP)
Protein	26	N-terminal pro-B-type Natriuretic peptide		P16860	Normal	Diagnostic	<450 pg/mL	Adult: >=18 yrs old	Both	blood	Cleveland clinic: NT-proB-type Natriuretic Peptide (BNP)
Protein	27	Gamma-glutamyltranspeptidase	GGT1	P19440	Liver Disease	Diagnostic	>61 U/L	Adult: >=18 yrs old	Male	blood	Mayo clinic: Gammaglutamyl transferase (GGT) test
Protein	27	Gamma-glutamyltranspeptidase	GGT1	P19440	Normal	Diagnostic	26.5 U/L	Adult: >=18 yrs old	Male	blood	Mayo clinic: Gammaglutamyl transferase (GGT) test
Protein	27	Gamma-glutamyltranspeptidase	GGT1	P19440	Liver Disease	Diagnostic	>36 U/L	Adult: >=18 yrs old	Female	blood	Mayo clinic: Gammaglutamyl transferase (GGT) test
Protein	27	Gamma-glutamyltranspeptidase	GGT1	P19440	Normal	Diagnostic	17 U/L	Adult: >=18 yrs old	Female	blood	Mayo clinic: Gammaglutamyl transferase (GGT) test
Protein	28	Antimitochondrial antibodies		P01860	Primary Biliary Cirrhosis	Diagnostic	>0.2 A	Adult: >=18 yrs old	Both	Serum	Dahnrich, C., Pares, A., Caballeria, L., Rosemann, A., Schlumberger, W., Probst, C., Mytilinaiou, M., Bogdanos, D., Vergani, D., Stocker, W. & Komorowski, L. New ELISA for detecting primary biliary cirrhosis-specific antimitochondrial antibodies. Clin Chem 55, 978-985 (2009).
Protein	28	Antimitochondrial antibodies		P01860	Primary Biliary Cirrhosis	Diagnostic	Positive	Adult: >=18 yrs old	Both	blood	University of San Francisco: Antimitochondrial antibody
Protein	28	Antimitochondrial antibodies		P01860	Normal	Diagnostic	Negative	Adult: >=18 yrs old	Both	blood	University of San Francisco: Antimitochondrial antibody
